authorId,contrib_index,contribution,ideas,type,syntax,semantic
VXNlcjo0ZjdmODEwZC0xZDQ0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,130,taxer plus les gafas qui gagnent des milliards  er retrisbuer au peuple,"[PARSE_FAIL] 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more de",statement,positive,neutral
VXNlcjo0Y2U1NzVlMy0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,131,Remplacer les multiples impôts par un unique impôt sur TOUS les revenus (y compris les rentes) qui soit payer par tous les monde avec un barème continu plutôt que des paliers,"Il faut remplacer les multiples impôts par un unique impôt sur tous les revenus, y compris les rentes || Cet impôt unique doit être payé par tout le monde || Il faut appliquer un barème continu plutôt que des paliers",statement,positive,neutral
VXNlcjplYWEzMDdiOS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,133,"L'exemple doit venir d'en haut et tout le monde doit faire des efforts. Les ministres deputés et sénateurs doivent sérieusement réduire leur train de vie (voitures de fonction, repas de gala, voyage) et justifier de leurs frais professionnels (supprimer l'indemnité discrétionnaire des parlementaires, la remplacer par un plafond de dépenses, celles-ci étant remboursées sur examen de justificatifs avec validation par la Cour des Comptes). Par ailleurs trouver un moyen de remplacer l'ISF par autre chose: taxe foncière progressive selon les revenus ou patrimoine net d'endettement, taxe Tobin sur les transactions boursières au niveau européen","L'exemple doit venir d'en haut et tout le monde doit faire des efforts || Les ministres, députés et sénateurs doivent sérieusement réduire leur train de vie || L'indemnité discrétionnaire des parlementaires doit être supprimée au profit d'un remboursement sur justificatifs validés par la Cour des Comptes || L'ISF doit être remplacé par une taxe foncière progressive selon les revenus ou le patrimoine net d'endettement || Une taxe Tobin sur les transactions boursières doit être mise en place au niveau européen",statement,positive,neutral
VXNlcjplY2Y2YTM5Yi0xOTY4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,134,"Expliquer le cout réel des services de l'état à ""hauteur d'homme"" pour que les budgets fassent sens auprès de chaque citoyen. par ailleurs établir une échelle  comparative avec les grandes démocraties  impôts/services pour mieux comprendre le sens de la dépense","Il faut expliquer le coût réel des services de l'État à ""hauteur d'homme"" pour que les budgets fassent sens auprès de chaque citoyen || Il faut établir une échelle comparative avec les grandes démocraties sur le rapport impôts/services pour mieux comprendre le sens de la dépense",statement,positive,neutral
VXNlcjowMDQ4ZGU2ZC0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,135,En finir avec les niches fiscales et avantages en tout genre et impôts pour tous avec une dizaine de tranches,Il faut en finir avec les niches fiscales et les avantages en tout genre || Il faut instaurer des impôts pour tous avec une dizaine de tranches,statement,positive,neutral
VXNlcjpkNjQ1NzI0YS0xYmJmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,137,"Étendre l'impôt sur le revenu à tous les foyers fiscaux avec une imposition en fonction des capacités contributives . Il est anormal que plus de 50% des foyers fiscaux soient exonérés.  Introduire une nouvelle tranche d'imposition pour les foyers les plus riches. Et revoir les modalités de progressivité de l'impôt. Supprimer les niches fiscales hors celles liées aux économies d'énergie et aux énergies renouvelables.  Uniformiser les taux de CSG pour les revenus d'activité et de remplacement (retraites , allocations chômage etc.).",L'impôt sur le revenu doit être étendu à tous les foyers fiscaux en fonction des capacités contributives || Il est anormal que plus de 50% des foyers fiscaux soient exonérés || Il faut introduire une nouvelle tranche d'imposition pour les foyers les plus riches || Les modalités de progressivité de l'impôt doivent être revues || Il faut supprimer les niches fiscales hors celles liées aux économies d'énergie et aux énergies renouvelables || Il faut uniformiser les taux de CSG pour les revenus d'activité et de remplacement,statement,positive,neutral
VXNlcjoyMWJmMzNhMS0xOWJhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,138,"- Tous les citoyens doivent être égaux dans le paiement de l'impôt.  - Tous les citoyens doivent payer l'impôt sur le revenu en fonction d'un coefficient social adapté, car tous profitent des biens mis en commun  (routes, aides, scolarité, etc.)  - Plus de passe droit sinon on peut enlever ""Égalité"" du fronton des bâtiments de l'état et des collectivités.",Tous les citoyens doivent être égaux dans le paiement de l'impôt || Tous les citoyens doivent payer l'impôt sur le revenu en fonction d'un coefficient social adapté || Tous les citoyens profitent des biens mis en commun || Il ne doit plus y avoir de passe-droit,statement,positive,neutral
VXNlcjo5YWE1NGU1YS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,140,Voir les autres contributeurs,Il faut voir les autres contributeurs,statement,positive,neutral
VXNlcjo2NjU2NTdmYS0xZGIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,141,donner l'exemple à haut niveau... le poisson pourri toujours par la tête!,Il faut donner l'exemple à haut niveau || Le poisson pourrit toujours par la tête,statement,positive,neutral
VXNlcjo5YWNiOTk3YS0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,142,Un impôt progressif et strictement proportionnel. Que ceux qui créent la richesse sur nôtre sol soi moins taxé que ceux qui la créent ailleurs,Il faut instaurer un impôt progressif et strictement proportionnel || Les créateurs de richesse sur le sol national doivent être moins taxés que ceux qui la créent ailleurs,statement,positive,neutral
VXNlcjo4MzAzMzE3Zi0xZDg3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,143,Introduire la progressivité de l'impôt sur les sociétés comme à l'impôt sur le revenu. Permettrait de faire davantage contribuer les entreprises les plus profitables = fiscalité plus juste,Il faut introduire la progressivité de l'impôt sur les sociétés sur le modèle de l'impôt sur le revenu || Cette mesure permettrait de faire davantage contribuer les entreprises les plus profitables || Cette réforme rendrait la fiscalité plus juste,statement,positive,neutral
VXNlcjpkZTIzYzdjNC0xZDUyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,144,Question sans rapport avec le sujet.,La question est sans rapport avec le sujet,statement,positive,neutral
VXNlcjpiNGVjNzE4Mi0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,145,Tous les citoyens doivent payer des impôts sur le revenu. Supprimer la CSG non déductible car on est imposé sur des revenus que l'on ne touche pas.,Tous les citoyens doivent payer des impôts sur le revenu || Il faut supprimer la CSG non déductible || On est imposé sur des revenus que l'on ne touche pas,statement,positive,neutral
VXNlcjo0Yjc2MDMxYy0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,146,"Remettre L’ISF, taxer les paradis fiscaux",Remettre l'ISF || Taxer les paradis fiscaux,statement,positive,neutral
VXNlcjo1ZTY0MTE3MS0xOTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,147,"Comment répondre à la crise et aux Gilets Jaunes ?  La variété des revendications atteste d’un mélange des sujets de mécontentement issu des 30 ou 40 dernières années. Les anciennes générations au pouvoir ont fauté gravement : par cupidité, par électoralisme, par entrisme.   Le 21 janvier, OXFAM nous révèle que les 26 plus riches au monde possèdent autant que les 3,8 milliards habitants les plus pauvres. Est-il seulement possible de justifier un tel écart ?  Les Gilets Jaunes disent : STOP ! Un changement est impératif. Ils ont raison. J’ai écouté attentivement l’émission TV « La grande explication ». Une participante : Madame Ingrid Levavasseur, aide-soignante à faible revenu, m’a donné une clé de réponse : « Avec 200 euros de plus par mois, on pourrait s’en sortir ! » disait-elle. Et si elle avait raison ?   C’est là que j’ai imaginé alors un « Fonds Ethique et Solidaire » abondé par les contributions des plus hauts revenus au bénéfice des plus petits. Une forme de ruissellement Ethique et Solidaire !  Le principe : j’ai repris un tableau statistique de la Direction Générale des Finances Publique (DGFIP ) sur les contributions des ménages en fonction des tranches d’impôts en 2017 : http://www2.impots.gouv.fr/documentation/statistiques/annuaire2017/pages_web/statistiques2017.htm  C’est à l’image de la Tour Eiffel : •	Sous les arches et au premier étage : les faibles revenus ; •	Au deuxième étage, ceux du milieu qui vivent correctement, sans plus ; •	Au troisième étage, s’épanouissent les plus aisés et ceux qui n’ont pas le temps de tout dépenser et stockent dans les banques et les paradis fiscaux !  Hypothèses :  1.	On classe les foyers fiscaux en trois tiers :  •	Les plus aisés contribuent : 2,5 millions de foyers ; •	Les foyers médians sont exonérés : 8,8 millions de foyers ;  •	Les plus faibles bénéficient : 5,1 millions de foyers. 2.	Ce sont les foyers dont la tranche d’impôts excède 6001 € qui vont consentir une contribution mensuelle qui viendra abonder ce « Fonds Ethique et Solidaire ». Chaque tranche supplémentaire contribue selon un barème illustré dans le graphique de la DGFIP. Le ruissellement rétrocède ainsi de 650 euros par mois à 280 euros, de façon dégressive. 3.	On observe ainsi qu’il est possible d’opérer une péréquation en demandant aux 2,5 millions de foyers à hauts revenus d’abonder un Fonds Ethique au profit de 5,1 millions de foyers à faibles revenus.  	Les fins de mois constituent la revendication majeure. Les hauts revenus ne seront 	ponctionnés que de 1,5 % ! Ça sera pour eux nettement moins cher que l’Impôt Sur la 	Fortune ! 4.	Pour simplifier, le véhicule de mise en œuvre peut être tout simplement le prélèvement à la source : il existe déjà et s’appliquera à tous les revenus : salaires, honoraires et dividendes, BIC et BNC. 5.	Ce ruissellement serait réalisé au bénéfice des salariés. Ceux qui sont sans emploi seront mis en formation pour développer leur capital de compétences. Cette revalorisation aura pour effet induit de valoriser le travail et dévaloriser l’inactivité, comme le travail au noir. Le gap de revenus fera réfléchir quelques-uns.  Avantages :  1.	Ce Fonds Ethique et Solidaire n’augmente pas le coût des salaires pour les entreprises ; il laisse le champ libre à notre recherche de compétitivité. 2.	Il donne du pouvoir d’achat à des foyers qui ont besoin de dépenser sans angoisse, même  entre le 20 et le 30 de chaque mois. Le bénéfice sera pour l’économie et le commerce. Plus de consommation, plus de TVA collectée, plus d’activité pour les commerçants, artisans et entreprises, plus de croissance et donc plus d’emplois. 3.	On peut même intégrer dans cette hausse de revenus quelques prestations mineures qui coûtent cher à mettre en place, et sont peu réclamées car trop compliquées administrativement. 4.	Autre avantage : on peut dupliquer cette théorie du ruissellement pour la prochaine réforme des retraites : l’image de la Tour Eiffel prend là aussi tout son sens. Est-il normal de trouver quelques retraites si volumineuses, et d’autres encore, dites « chapeaux » à cinq chiffres mensuels et même parfois six chiffres ?  5.	Cette redistribution par le ruissellement a un autre avantage structurel : s’agissant d’un Fonds Ethique et Solidaire, il est placé hors budget de l’Etat. Sa gestion pourrait être confiée à la Caisse des Dépôts et Consignation. Dès lors la France ne grève plus sont déficit public. Le montant des redistributions mensuelles peut être indexé sur la croissance des hauts revenus, c’est plus sûr !  Les colères viennent d’un désir inassouvi. Les Gilets Jaunes nous disent : on en a assez de crier dans le désert. Tous les responsables politiques actuels entendent, j’en suis sûr, mais ils ne comprennent pas ! Nous arrivons à la fin d’un cycle : celui qui a été porté par les baby-boomers. Il est temps de raisonner hors du cadre. Acceptons davantage d’éthique et de solidarité !","Les anciennes générations au pouvoir ont fauté gravement par cupidité et électoralisme || Les plus riches possèdent autant que les milliards d'habitants les plus pauvres || Un changement radical du système est impératif pour répondre aux revendications || Il faut créer un ""Fonds Ethique et Solidaire"" financé par les hauts revenus au bénéfice des plus modestes || Les hauts revenus ne seront ponctionnés que de 1,5 % || Le mécanisme n'augmente pas le coût des salaires pour les entreprises || Le prélèvement à la source servira de véhicule de mise en œuvre simple || Les personnes sans emploi seront mises en formation pour développer leurs compétences || La hausse du pouvoir d'achat des foyers modestes favorisera la consommation et la croissance || Le principe de redistribution pourrait être dupliqué pour la réforme des retraites || La gestion hors budget du fonds permet que la France ne grève plus son déficit public || Les responsables politiques actuels ne comprennent pas la colère des citoyens || Il est temps d'accepter davantage d'éthique et de solidarité",statement,positive,neutral
VXNlcjoxYmYxNDI5Mi0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,148,"plutot que de fixer un plafond de ressources pour arréter les distributions d'aides, mettre en place un échelonnement dégressif permettant ainsi d'éviter l'effet de seuil et une meilleure distribution aux plus pauvres",Il ne faut pas fixer un plafond de ressources pour arrêter les distributions d'aides || Il faut mettre en place un échelonnement dégressif des aides || Un échelonnement dégressif permet d'éviter l'effet de seuil || Un échelonnement dégressif permet une meilleure distribution aux plus pauvres,statement,positive,neutral
VXNlcjo2NWQ0MzUzYi0xZDg4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,149,"- Instaurer 14 tranches d’impôt pour lisser l’effort et revenir à un impôt réellement progressif. Celui qui a le moins paye moins, celui qui a le plus paye plus (et vraiment !)  - Supprimer les niches fiscales non socialement utiles qui minent la progressivité de l’impôt, et donc la justice fiscale.  - Lutter réellement contre la fraude fiscale en embauchant des fonctionnaires dédiés avec des moyens pour leur mission.  - Lier l’impôt à la nationalité (comme aux Etats-Unis) pour lutter contre l'évasion fiscale.  - Rétablir l’ISF.  - Abolir les privilèges fiscaux (possibilité de négocier ses impôts quand on est fortuné, qu’on a fraudé et qu’on revient en France).  - Supprimer la TVA qui est une taxe injuste et la remplacer par une contribution écologique en fonction du produit. Les produits écologiquement responsables. doivent très moins cher que les produits polluants et néfastes pour la santé.",Il faut instaurer 14 tranches d’impôt pour lisser l’effort et revenir à un impôt réellement progressif || Le système fiscal doit assurer que celui qui possède le moins paye moins et celui qui a le plus paye plus || Il faut supprimer les niches fiscales non socialement utiles qui minent la justice fiscale || Il faut lutter contre la fraude fiscale en embauchant des fonctionnaires dédiés dotés de moyens || Il faut lier l’impôt à la nationalité pour lutter contre l'évasion fiscale || Il faut rétablir l’ISF || Il faut abolir les privilèges fiscaux permettant aux fortunés de négocier leurs impôts || Il faut supprimer la TVA car c'est une taxe injuste || La TVA doit être remplacée par une contribution écologique établie en fonction du produit || Les produits écologiquement responsables doivent coûter moins cher que les produits polluants,statement,positive,neutral
VXNlcjo1MGM4ODgwMS0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,150,"Impôt sur le revenu pour tout citoyen quel que soit son revenu (même si ce n'est qu'un prélèvement modique), afin que chacun contribue au fonctionnement de l'état et que chacun comprenne que le budget de  l'état, c'est les impôts et les taxes.! ,  suppression des niches fiscales (journalistes, politiques etc...), fusion des régimes de retraites même nombre de trimestres de cotisations et même age de départ à la retraite pour tous ! élus et hauts fonctionnaires compris.","L'impôt sur le revenu doit s'appliquer à tout citoyen quel que soit son revenu || Chacun doit contribuer au fonctionnement de l'État et comprendre que le budget provient des impôts || Il faut supprimer les niches fiscales des journalistes et des politiques || Il faut fusionner les régimes de retraites || Le nombre de trimestres et l'âge de départ à la retraite doivent être les mêmes pour tous, élus et hauts fonctionnaires compris",statement,positive,neutral
VXNlcjo5NGYxOTg3MC0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,151,suppression de la taxe d'habitation pour TOUS les Français.Cet impôt serait injuste pour 80% des Français et ne le serait plus pour les¨20% des autres.,"[PARSE_FAIL] 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more de",statement,positive,neutral
VXNlcjo0MTcwZTY1My0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,152,"La fiscalité actuelle apparaît globalement juste et largement redistributrice. Il faut en revanche faire preuve de pédagogie et mieux expliquer le fonctionnement du système fiscal (progressivité de l'IR, prélèvements sociaux, etc.)",La fiscalité actuelle apparaît globalement juste et largement redistributrice || Il faut faire preuve de pédagogie et mieux expliquer le fonctionnement du système fiscal,statement,positive,neutral
VXNlcjo2MGU2YjUxZS0xOTdlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,153,mettre des tranches supplémentaires.,Mettre des tranches supplémentaires,statement,positive,neutral
VXNlcjoyMTAxMDE2Ni0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,154,"Taxer les produits inutiles ou de confort (SUV, piscines individuelles, eau consommée au-delà des besoins de base par personne et par jour, essence au-delà d'un seuil utile de base aux déplacements normaux et obligatoires de chaque individu, la troisième voiture sans utilité autre que le confort, le chauffage au-delà d'un seuil de confort minimal, les voyages en avion pour le tourisme qui ont un impact énorme sur la planète et ses habitants). Taxer les gens selon leurs revenus (plus on est riche, plus on paye) Taxer les produits de luxe (par définition inutiles et réservés aux ultra-riches) Stopper la publicité à outrance qui incite à consommer à outrance Eduquer les gens en leur répétant que voyager c'est polluer, que la piscine c'est l'horreur en termes de surconsommation d'eau, changer la vision idéale de l'occidental et le ramener à la réalité de notre planète en l'éduquant tout le temps, pour que nous changions tous de paradigme.","Il faut taxer les produits inutiles, de confort ou la surconsommation de ressources au-delà des besoins de base || Il faut taxer les voyages en avion pour le tourisme compte tenu de leur impact énorme || Il faut taxer les gens selon leurs revenus car plus on est riche, plus on doit payer || Il faut taxer les produits de luxe car ils sont inutiles et réservés aux ultra-riches || Il faut stopper la publicité à outrance qui incite à consommer excessivement || Il faut éduquer les gens sur la pollution liée aux voyages et la surconsommation d'eau des piscines || Il faut changer la vision idéale de l'occidental par l'éducation pour changer de paradigme",statement,positive,neutral
VXNlcjoxNjA2ZTI2YS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,155,tout le monde doit payer proportionnellement à ses moyens,Tout le monde doit payer proportionnellement à ses moyens,statement,positive,neutral
VXNlcjo5Yjk2OGFhNi0xZDYyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,156,"Du civisme ... Impensable de voir des patrons de sociétés du CAC 40 résidents fiscaux à l'étranger, c'est purement honteux ! On parle de l'ISF mais combien de fois l'ISF en milliards sont planqués et ""optimisés"". Taxer les GAFA au même niveau que les PME françaises. et réexpliquer que les Facebook, Apple & Cie non seulement ne payent pas d’impôt en France mais nous espionnent et jouent avec la réalité(de nombreux faits sont quotidiennement dans la presse pour le prouver ==> le bon exemple des décomptes Facebook est une honte).","Il est honteux de voir des patrons de sociétés du CAC 40 résidents fiscaux à l'étranger || Des milliards de l'ISF sont planqués et ""optimisés"" || Il faut taxer les GAFA au même niveau que les PME françaises || Facebook, Apple et Cie ne paient pas d'impôt en France || Ces entreprises nous espionnent et jouent avec la réalité || Les décomptes de Facebook sont une honte",statement,positive,neutral
VXNlcjpjYTY1YjFkNi0xZDY2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,157,"A titre de solidarité et d exemple , que chacun des hauts fonctionnaires , jusqu 'à la fin du quinquennat, laisse chaque mois 1000 E   de leur salaire  pour réduction de la dette , que leurs pensions soient gelées  comme les retraites  pendant 5 ans , pour revenir au niveau européen","[PARSE_FAIL] 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more de",statement,positive,neutral
VXNlcjpjYTNhMjE0YS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,158,Taxer peut être un peu plus les hauts revenus et supprimer les rentes de situation,Il faut peut-être taxer un peu plus les hauts revenus || Il faut supprimer les rentes de situation,statement,positive,neutral
VXNlcjoyMzIxZWU1My0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,159,Rendre impossible l'évasion fiscale en prélevant obligatoirement l'impôt directement sur les revenus faits en France,Il faut rendre impossible l'évasion fiscale en prélevant obligatoirement l'impôt directement sur les revenus faits en France,statement,positive,neutral
VXNlcjo2MjI4Yjk4YS0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,160,"le 20/01/2019  FISCALITE  Mon idée de depart est d'accroitre les recettes de notre pays sans toucher aux particuliers qui à mon avis sont au maximum de la pression fiscale.  C'est donc toutes les richesses produites sur notre pays qui doivent étre taxées plus largement.  Le principe étant que les résultats des entreprises doivent étre fiscalisés avant pompage des resultats par des filliales ou holdings situées en dehors du territoires français.  Donc une sorte de fiscalité sur le résultat brut de l'entreprise après amortissement des investissements, provisions sur parpicipation des salariés. Par contre pas d'exonération des sur-salaires des dirigeants qui doivent subir l'impôt sur les societés (primes de bilan ect).   Toutes richesses produites dans notre pays devront étre fiscalisées dans notre pays. Il est inadmissible qu'une entreprise dont l'activitée principale est en France puisse avoir son siège social dans un autre pays pour profiter d'une meilleure ficalité. Il faut mettre en rapport l'activitée  avec le nombre de salariés français qui travaillent dans l'entreprise. Et cela doit s'appliquer aussi bien à des entreprises de production que de distribution.  Il ne doit pas avoir de concurrence en Europe sur la course à la plus faible fiscalité (ex:Irlande). L'Europe doit étre uniforme sur le plan fiscal.    La rémunération des dirigeants des grandes entreprises et leur progression doivent être mesurer en rapport avec le salaire moyen des membres de l'entreprise. Les rémunérations moyennes doivent étre transparentes dans l'entreprise. En 2018, la progression des directeurs salariés des entreprises du CAC 40  a été de +17% alors que la  progression moyenne des salaires n'a été que de +1,40%. sans parler de tous les autres avantages accordés en dehords des salaires.  S'Il est  normal qu'il y ait une hiérarchie des salaires,  il ne doit pas y avoir une indécence  dans cette repartition : Un écart de 1 à 10  parait correct.  Un systeme d'intéressement du personnel doit étre obligatoire quelque soit la taille de l'entreprise : La philosophie de la répartition du resultat : 1/3 pour les dirigeants et actionnaires, 1/3 pour l'investissement, 1/3  pour le personnel me parait la juste approche. chacun contribue à la réussite de l'entreprise !   Il serait peut étre judicieux de faire refléchir des avocats ficalistes ou conseillers juridiques à la retraite qui ont passé leur vie à faire échapper à l' impôt les entreprises et les particuliers; Ils ont surements des idéees à nous donner !    Cependant l'impôt ne doit pas être discriminatoire de la réussite : Il y a donc sûrement un impôt maximum à ne pas dépasser pour ne pas stopper l'envie  de s'enrichir  et donc de créer de la richesse  pour la collectivité (ruissellement).  Il serait intéressant de faire une enquète sur la motivation des dirigeants.  Peut étre que leur motivation principale est la recherche de pouvoir et de reconnaissance sociale plus qu'une recherche financiere .est ce qu'il n'y a pas une richesse maximum qui permet de respecter la collectivité ?  Il faudrait renforcer la puissance de l'Europe afin d'éviter le retour des conflits entre les nations. La guerre a coûter suffisamment cher en vie et en argent à nos pays.  D'autre part compte tenu de la mondialisation de l'économie nous compterons plus avec une union forte. Nous pourrons vendre des avions Airbus ou faire des transactions bancaires en Euros pour éviter les pénalités americaines !!!.  Nous devons aussi regarder l'efficacité des aides de l' Etat aux entreprises. A  chaque fois qu'il y a des aides avec obligation de création d'emploi. S'il n'y a pas de  résultats positifs , ne serait -il pas possible de recupérer ces aides pour les donner à d'autres entreprises plus performantes.  En ce qui concerne les aides aux entreprises et aux particuliers ne pourrait-on pas exclure, pour une période donnée, les personnes qui ont été prises dans un redressement fiscal? Car toute frande pénalise  le reste de la collectivité qui paye à sa place le fonctionnement de notre pays .   En conclusion je suis trés attaché à mon pays et à notre démocratie qui prône une forme de liberté.  La réussite economique de la France nous evitera le risque d'une dictature. Notre pays doit rester solidaire des plus fragiles.Il doit étre juste et équilibré entre le secteur public et privée (ex:retraites). L'important est d'assurer l'avenir de nos enfants.","Il faut accroître les recettes du pays sans augmenter la pression fiscale sur les particuliers || Les particuliers sont au maximum de la pression fiscale || Toutes les richesses produites dans le pays doivent être taxées plus largement || Les résultats des entreprises doivent être fiscalisés avant leur transfert vers des holdings étrangères || La fiscalité doit s'appliquer sur le résultat brut après amortissement et participation des salariés || Il ne faut pas exonérer les sur-salaires des dirigeants || Toute richesse produite en France devra être fiscalisée en France || Il est inadmissible qu'une entreprise active en France délocalise son siège pour des raisons fiscales || La fiscalité doit être mise en rapport avec le nombre de salariés français de l'entreprise || Il ne doit pas y avoir de concurrence fiscale en Europe || L'Europe doit être uniforme sur le plan fiscal || La rémunération des dirigeants doit être mesurée par rapport au salaire moyen des employés || Les rémunérations moyennes doivent être transparentes dans l'entreprise || La progression des salaires des dirigeants est démesurée par rapport à celle des employés || Il ne doit pas y avoir d'indécence dans la hiérarchie des salaires || Un écart de salaire de 1 à 10 paraît correct || Un système d'intéressement du personnel doit être obligatoire quelle que soit la taille de l'entreprise || Le résultat doit être réparti équitablement entre actionnaires, investissement et personnel || Il faut consulter des experts fiscaux retraités pour lutter contre l'évasion fiscale || L'impôt ne doit pas être discriminatoire envers la réussite || Il faut un impôt maximum à ne pas dépasser pour ne pas décourager la création de richesse || Il faut s'interroger sur l'existence d'une richesse maximum pour respecter la collectivité || Il faut renforcer la puissance de l'Europe pour éviter le retour des conflits || La guerre a coûté cher en vies et en argent || Une union européenne forte est nécessaire face à la mondialisation économique || L'Europe doit permettre d'éviter les pénalités américaines sur les transactions || L'efficacité des aides de l'État aux entreprises doit être vérifiée || Il faut récupérer les aides publiques si les résultats ne sont pas positifs || Il ne faut pas accorder d'aides aux personnes ayant subi un redressement fiscal || La fraude fiscale pénalise la collectivité || La réussite économique de la France évite le risque de dictature || Le pays doit rester solidaire des plus fragiles || Le système doit être juste et équilibré entre le secteur public et privé || Il est important d'assurer l'avenir des enfants",statement,positive,neutral
VXNlcjo0NjVhMDM0Ny0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,161,Que tout le monde prenne conscience de l'argent en commençant par réduire les dépenses de l'elysee,Tout le monde doit prendre conscience de l'argent || Il faut commencer par réduire les dépenses de l'Élysée,statement,positive,neutral
VXNlcjowMmE4YmFlYi0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,162,"Impôts sur les revenus pour tous  Taxer les œuvres d art comme les tous les autres revenus (immobilier , bourse ,....)",L'impôt sur le revenu doit s'appliquer à tous || Les œuvres d'art doivent être taxées comme les autres revenus,statement,positive,neutral
VXNlcjpjNzcyZmU4Yy0xZDdhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,163,"Que tous revenus paient l'impôt des le 1er euro, pour responsabiliser les francais et ne pas faire peser l'impôt sur le revenu sur quelqu'uns",Tous les revenus doivent payer l'impôt dès le 1er euro || Il faut responsabiliser les Français || Il ne faut pas faire peser l'impôt sur le revenu sur quelques-uns,statement,positive,neutral
VXNlcjpjYTc3MzY0Yy0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,165,"Il est aujourd'hui complètement incohérent que des logements, appartements ou maisons soient fermés tout ou partie de l'année. Afin de faire face à la difficulté de plus en plus grande de se loger et pour faire baisser le nombre de logements vacants permanent ou ponctuellement, je propose que soit mis en place une taxe de ""non habitation"" pour les maisons secondaires (taux d'occupation d'env. 10% ) et les habitations principales dont les occupants laissent vacants leurs habitations plus de 3 mois / an. Cette taxe serait calculé selon un prorata temporis.","Il est incohérent que des logements soient fermés tout ou partie de l'année || La difficulté de se loger est de plus en plus grande || Il faut faire baisser le nombre de logements vacants permanents ou ponctuels || Une taxe de ""non habitation"" doit être mise en place pour les maisons secondaires et les habitations principales laissées vacantes plus de 3 mois par an || Cette taxe doit être calculée selon un prorata temporis",statement,positive,neutral
VXNlcjo2MTk4MDIzZS0xOTU2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,166,Tout le monde devrait payer l'impôt en fonction de son revenu même faible. Rendre les tranches d'impôts plus progressives en dépassant la tranche des 50%.,Tout le monde devrait payer l'impôt en fonction de son revenu même faible || Il faut rendre les tranches d'impôts plus progressives en dépassant la tranche des 50%,statement,positive,neutral
VXNlcjpkNDQ3MGI4Yi0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,167,"déterminer les taux d'impositions selon les revenus réels et plus selon des tranches. Avec 200 euros de plus on peut se retrouver à passer dans une ""case"" ou le taux d'imposition peut quasiment doubler, un prorata me semblerait plus juste et équitable et inciterait davantage les gens à travailler.",Il faut déterminer les taux d'imposition selon les revenus réels et non plus selon des tranches || Une augmentation de 200 euros peut actuellement faire passer dans une tranche où le taux d'imposition double presque || Un système au prorata serait plus juste et équitable || Un système au prorata inciterait davantage les gens à travailler,statement,positive,neutral
